Match #,Team #,Position,Scouter,Question,Bubble,Value
1,6910,Blue 1,Patricio,TeleopMidNode,Cone_4,False
1,6910,Blue 1,Patricio,TeleopMidNode,Cube_5,False
1,6910,Blue 1,Patricio,TeleopMidNode,Cone_6,False
1,6910,Blue 1,Patricio,TeleopMidNode,Cone_7,False
1,6910,Blue 1,Patricio,TeleopMidNode,Cube_8,False
1,6910,Blue 1,Patricio,TeleopMidNode,Cone_9,False
1,6910,Blue 1,Patricio,TeleopLowNode,Cube_1,False
1,6910,Blue 1,Patricio,TeleopLowNode,Cone_1,False
1,6910,Blue 1,Patricio,TeleopLowNode,Cube_2,False
1,6910,Blue 1,Patricio,TeleopLowNode,Cone_2,False
1,6910,Blue 1,Patricio,TeleopLowNode,Cube_3,False
1,6910,Blue 1,Patricio,TeleopLowNode,Cone_3,False
1,6910,Blue 1,Patricio,TeleopLowNode,Cube_4,False
1,6910,Blue 1,Patricio,TeleopLowNode,Cone_4,False
1,6910,Blue 1,Patricio,TeleopLowNode,Cube_5,True
1,6910,Blue 1,Patricio,TeleopLowNode,Cone_5,False
1,6910,Blue 1,Patricio,TeleopLowNode,Cube_6,False
1,6910,Blue 1,Patricio,TeleopLowNode,Cone_6,False
1,6910,Blue 1,Patricio,TeleopLowNode,Cube_7,False
1,6910,Blue 1,Patricio,TeleopLowNode,Cone_7,False
1,6910,Blue 1,Patricio,TeleopLowNode,Cube_8,False
1,6910,Blue 1,Patricio,TeleopLowNode,Cone_8,False
1,6910,Blue 1,Patricio,TeleopLowNode,Cube_9,False
1,6910,Blue 1,Patricio,TeleopLowNode,Cone_9,True
1,6910,Blue 1,Patricio,EndgameDocked,Success,False
1,6910,Blue 1,Patricio,EndgameDocked,DNA,False
1,6910,Blue 1,Patricio,EndgameEngaged,Success,False
1,6910,Blue 1,Patricio,EndgameEngaged,DNA,False
1,6910,Blue 1,Patricio,EndgamePark,Success,False
1,6910,Blue 1,Patricio,EndgamePark,DNA,False
1,6910,Blue 1,Patricio,EndgameBalanceControl,Success,False
1,6910,Blue 1,Patricio,EndgameTeamwork,Success,False
1,6910,Blue 1,Patricio,EndgamePenalties,Success,False
1,6910,Blue 1,Patricio,MiscTippedCones,Success,False
1,6910,Blue 1,Patricio,MiscAdaptStrategy,Success,False
1,6910,Blue 1,Patricio,MiscDropPieces,Success,True
1,1795,Blue 2,Akarsh,AutoMobility,Success,False
1,1795,Blue 2,Akarsh,AutoMobility,DNA,False
1,1795,Blue 2,Akarsh,AutoDocked,Success,False
1,1795,Blue 2,Akarsh,AutoDocked,DNA,False
1,1795,Blue 2,Akarsh,AutoEngaged,Success,False
1,1795,Blue 2,Akarsh,AutoEngaged,DNA,False
1,1795,Blue 2,Akarsh,TeleopDefensePlayed,Success,False
1,1795,Blue 2,Akarsh,TeleopDefenseReceived,Success,False
1,1795,Blue 2,Akarsh,TeleopDriverQuality,1,False
1,1795,Blue 2,Akarsh,TeleopDriverQuality,2,False
1,1795,Blue 2,Akarsh,TeleopDriverQuality,3,False
1,1795,Blue 2,Akarsh,TeleopDriverQuality,4,False
1,1795,Blue 2,Akarsh,TeleopDriverQuality,5,False
1,1795,Blue 2,Akarsh,TeleopMechanicalQuality,1,False
1,1795,Blue 2,Akarsh,TeleopMechanicalQuality,2,False
1,1795,Blue 2,Akarsh,TeleopMechanicalQuality,3,False
1,1795,Blue 2,Akarsh,TeleopMechanicalQuality,4,False
1,1795,Blue 2,Akarsh,TeleopMechanicalQuality,5,False
1,1795,Blue 2,Akarsh,TeleopDisqualified,Success,False
1,1795,Blue 2,Akarsh,TeleopHPInteraction,Success,False
1,1795,Blue 2,Akarsh,AutoHighNode,Cone_1,False
1,1795,Blue 2,Akarsh,AutoHighNode,Cube_2,False
1,1795,Blue 2,Akarsh,AutoHighNode,Cone_3,False
1,1795,Blue 2,Akarsh,AutoHighNode,Cone_4,False
1,1795,Blue 2,Akarsh,AutoHighNode,Cube_5,False
1,1795,Blue 2,Akarsh,AutoHighNode,Cone_6,False
1,1795,Blue 2,Akarsh,AutoHighNode,Cone_7,False
1,1795,Blue 2,Akarsh,AutoHighNode,Cube_8,False
1,1795,Blue 2,Akarsh,AutoHighNode,Cone_9,False
1,1795,Blue 2,Akarsh,AutoMidNode,Cone_1,False
1,1795,Blue 2,Akarsh,AutoMidNode,Cube_2,False
1,1795,Blue 2,Akarsh,AutoMidNode,Cone_3,False
1,1795,Blue 2,Akarsh,AutoMidNode,Cone_4,False
1,1795,Blue 2,Akarsh,AutoMidNode,Cube_5,False
1,1795,Blue 2,Akarsh,AutoMidNode,Cone_6,False
1,1795,Blue 2,Akarsh,AutoMidNode,Cone_7,False
1,1795,Blue 2,Akarsh,AutoMidNode,Cube_8,False
1,1795,Blue 2,Akarsh,AutoMidNode,Cone_9,False
1,1795,Blue 2,Akarsh,AutoLowNode,Cube_1,False
1,1795,Blue 2,Akarsh,AutoLowNode,Cone_1,False
1,1795,Blue 2,Akarsh,AutoLowNode,Cube_2,False
1,1795,Blue 2,Akarsh,AutoLowNode,Cone_2,False
1,1795,Blue 2,Akarsh,AutoLowNode,Cube_3,False
1,1795,Blue 2,Akarsh,AutoLowNode,Cone_3,False
1,1795,Blue 2,Akarsh,AutoLowNode,Cube_4,False
1,1795,Blue 2,Akarsh,AutoLowNode,Cone_4,False
1,1795,Blue 2,Akarsh,AutoLowNode,Cube_5,False
1,1795,Blue 2,Akarsh,AutoLowNode,Cone_5,False
1,1795,Blue 2,Akarsh,AutoLowNode,Cube_6,False
1,1795,Blue 2,Akarsh,AutoLowNode,Cone_6,False
1,1795,Blue 2,Akarsh,AutoLowNode,Cube_7,False
1,1795,Blue 2,Akarsh,AutoLowNode,Cone_7,False
1,1795,Blue 2,Akarsh,AutoLowNode,Cube_8,False
1,1795,Blue 2,Akarsh,AutoLowNode,Cone_8,False
1,1795,Blue 2,Akarsh,AutoLowNode,Cube_9,False
1,1795,Blue 2,Akarsh,AutoLowNode,Cone_9,False
1,1795,Blue 2,Akarsh,TeleopHighNode,Cone_1,False
1,1795,Blue 2,Akarsh,TeleopHighNode,Cube_2,False
1,1795,Blue 2,Akarsh,TeleopHighNode,Cone_3,False
1,1795,Blue 2,Akarsh,TeleopHighNode,Cone_4,False
1,1795,Blue 2,Akarsh,TeleopHighNode,Cube_5,False
1,1795,Blue 2,Akarsh,TeleopHighNode,Cone_6,False
1,1795,Blue 2,Akarsh,TeleopHighNode,Cone_7,False
1,1795,Blue 2,Akarsh,TeleopHighNode,Cube_8,False
1,1795,Blue 2,Akarsh,TeleopHighNode,Cone_9,False
1,1795,Blue 2,Akarsh,TeleopMidNode,Cone_1,False
1,1795,Blue 2,Akarsh,TeleopMidNode,Cube_2,False
1,1795,Blue 2,Akarsh,TeleopMidNode,Cone_3,False
1,1795,Blue 2,Akarsh,TeleopMidNode,Cone_4,False
1,1795,Blue 2,Akarsh,TeleopMidNode,Cube_5,False
1,1795,Blue 2,Akarsh,TeleopMidNode,Cone_6,False
1,1795,Blue 2,Akarsh,TeleopMidNode,Cone_7,False
1,1795,Blue 2,Akarsh,TeleopMidNode,Cube_8,False
1,1795,Blue 2,Akarsh,TeleopMidNode,Cone_9,False
1,1795,Blue 2,Akarsh,TeleopLowNode,Cube_1,False
1,1795,Blue 2,Akarsh,TeleopLowNode,Cone_1,False
1,1795,Blue 2,Akarsh,TeleopLowNode,Cube_2,False
1,1795,Blue 2,Akarsh,TeleopLowNode,Cone_2,False
1,1795,Blue 2,Akarsh,TeleopLowNode,Cube_3,False
1,1795,Blue 2,Akarsh,TeleopLowNode,Cone_3,False
1,1795,Blue 2,Akarsh,TeleopLowNode,Cube_4,False
1,1795,Blue 2,Akarsh,TeleopLowNode,Cone_4,False
1,1795,Blue 2,Akarsh,TeleopLowNode,Cube_5,False
1,1795,Blue 2,Akarsh,TeleopLowNode,Cone_5,False
1,1795,Blue 2,Akarsh,TeleopLowNode,Cube_6,False
1,1795,Blue 2,Akarsh,TeleopLowNode,Cone_6,False
1,1795,Blue 2,Akarsh,TeleopLowNode,Cube_7,False
1,1795,Blue 2,Akarsh,TeleopLowNode,Cone_7,False
1,1795,Blue 2,Akarsh,TeleopLowNode,Cube_8,False
1,1795,Blue 2,Akarsh,TeleopLowNode,Cone_8,False
1,1795,Blue 2,Akarsh,TeleopLowNode,Cube_9,False
1,1795,Blue 2,Akarsh,TeleopLowNode,Cone_9,False
1,1795,Blue 2,Akarsh,EndgameDocked,Success,False
1,1795,Blue 2,Akarsh,EndgameDocked,DNA,False
1,1795,Blue 2,Akarsh,EndgameEngaged,Success,False
1,1795,Blue 2,Akarsh,EndgameEngaged,DNA,False
1,1795,Blue 2,Akarsh,EndgamePark,Success,False
1,1795,Blue 2,Akarsh,EndgamePark,DNA,False
1,1795,Blue 2,Akarsh,EndgameBalanceControl,Success,False
1,1795,Blue 2,Akarsh,EndgameTeamwork,Success,False
1,1795,Blue 2,Akarsh,EndgamePenalties,Success,False
1,1795,Blue 2,Akarsh,MiscTippedCones,Success,False
1,1795,Blue 2,Akarsh,MiscAdaptStrategy,Success,False
1,1795,Blue 2,Akarsh,MiscDropPieces,Success,False
1,9057,Blue 3,Anjali,AutoMobility,Success,False
1,9057,Blue 3,Anjali,AutoMobility,DNA,True
1,9057,Blue 3,Anjali,AutoDocked,Success,False
1,9057,Blue 3,Anjali,AutoDocked,DNA,True
1,9057,Blue 3,Anjali,AutoEngaged,Success,False
1,9057,Blue 3,Anjali,AutoEngaged,DNA,True
1,9057,Blue 3,Anjali,TeleopDefensePlayed,Success,False
1,9057,Blue 3,Anjali,TeleopDefenseReceived,Success,False
1,9057,Blue 3,Anjali,TeleopDriverQuality,1,True
1,9057,Blue 3,Anjali,TeleopDriverQuality,2,False
1,9057,Blue 3,Anjali,TeleopDriverQuality,3,False
1,9057,Blue 3,Anjali,TeleopDriverQuality,4,False
1,9057,Blue 3,Anjali,TeleopDriverQuality,5,False
1,9057,Blue 3,Anjali,TeleopMechanicalQuality,1,True
1,9057,Blue 3,Anjali,TeleopMechanicalQuality,2,False
1,9057,Blue 3,Anjali,TeleopMechanicalQuality,3,False
1,9057,Blue 3,Anjali,TeleopMechanicalQuality,4,False
1,9057,Blue 3,Anjali,TeleopMechanicalQuality,5,False
1,9057,Blue 3,Anjali,TeleopDisqualified,Success,False
1,9057,Blue 3,Anjali,TeleopHPInteraction,Success,False
1,9057,Blue 3,Anjali,AutoHighNode,Cone_1,False
1,9057,Blue 3,Anjali,AutoHighNode,Cube_2,False
1,9057,Blue 3,Anjali,AutoHighNode,Cone_3,False
1,9057,Blue 3,Anjali,AutoHighNode,Cone_4,False
1,9057,Blue 3,Anjali,AutoHighNode,Cube_5,False
1,9057,Blue 3,Anjali,AutoHighNode,Cone_6,False
1,9057,Blue 3,Anjali,AutoHighNode,Cone_7,False
1,9057,Blue 3,Anjali,AutoHighNode,Cube_8,False
1,9057,Blue 3,Anjali,AutoHighNode,Cone_9,False
1,9057,Blue 3,Anjali,AutoMidNode,Cone_1,False
1,9057,Blue 3,Anjali,AutoMidNode,Cube_2,False
1,9057,Blue 3,Anjali,AutoMidNode,Cone_3,False
1,9057,Blue 3,Anjali,AutoMidNode,Cone_4,False
1,9057,Blue 3,Anjali,AutoMidNode,Cube_5,False
1,9057,Blue 3,Anjali,AutoMidNode,Cone_6,False
1,9057,Blue 3,Anjali,AutoMidNode,Cone_7,False
1,9057,Blue 3,Anjali,AutoMidNode,Cube_8,False
1,9057,Blue 3,Anjali,AutoMidNode,Cone_9,False
1,9057,Blue 3,Anjali,AutoLowNode,Cube_1,False
1,9057,Blue 3,Anjali,AutoLowNode,Cone_1,False
1,9057,Blue 3,Anjali,AutoLowNode,Cube_2,False
1,9057,Blue 3,Anjali,AutoLowNode,Cone_2,False
1,9057,Blue 3,Anjali,AutoLowNode,Cube_3,False
1,9057,Blue 3,Anjali,AutoLowNode,Cone_3,False
1,9057,Blue 3,Anjali,AutoLowNode,Cube_4,False
1,9057,Blue 3,Anjali,AutoLowNode,Cone_4,False
1,9057,Blue 3,Anjali,AutoLowNode,Cube_5,False
1,9057,Blue 3,Anjali,AutoLowNode,Cone_5,False
1,9057,Blue 3,Anjali,AutoLowNode,Cube_6,False
1,9057,Blue 3,Anjali,AutoLowNode,Cone_6,False
1,9057,Blue 3,Anjali,AutoLowNode,Cube_7,False
1,9057,Blue 3,Anjali,AutoLowNode,Cone_7,False
1,9057,Blue 3,Anjali,AutoLowNode,Cube_8,False
1,9057,Blue 3,Anjali,AutoLowNode,Cone_8,False
1,9057,Blue 3,Anjali,AutoLowNode,Cube_9,False
1,9057,Blue 3,Anjali,AutoLowNode,Cone_9,False
1,9057,Blue 3,Anjali,TeleopHighNode,Cone_1,False
1,9057,Blue 3,Anjali,TeleopHighNode,Cube_2,False
1,9057,Blue 3,Anjali,TeleopHighNode,Cone_3,False
1,9057,Blue 3,Anjali,TeleopHighNode,Cone_4,False
1,9057,Blue 3,Anjali,TeleopHighNode,Cube_5,False
1,9057,Blue 3,Anjali,TeleopHighNode,Cone_6,False
1,9057,Blue 3,Anjali,TeleopHighNode,Cone_7,False
1,9057,Blue 3,Anjali,TeleopHighNode,Cube_8,False
1,9057,Blue 3,Anjali,TeleopHighNode,Cone_9,False
1,9057,Blue 3,Anjali,TeleopMidNode,Cone_1,False
1,9057,Blue 3,Anjali,TeleopMidNode,Cube_2,False
1,9057,Blue 3,Anjali,TeleopMidNode,Cone_3,False
1,9057,Blue 3,Anjali,TeleopMidNode,Cone_4,False
1,9057,Blue 3,Anjali,TeleopMidNode,Cube_5,False
1,9057,Blue 3,Anjali,TeleopMidNode,Cone_6,False
1,9057,Blue 3,Anjali,TeleopMidNode,Cone_7,False
1,9057,Blue 3,Anjali,TeleopMidNode,Cube_8,False
1,9057,Blue 3,Anjali,TeleopMidNode,Cone_9,False
1,9057,Blue 3,Anjali,TeleopLowNode,Cube_1,False
1,9057,Blue 3,Anjali,TeleopLowNode,Cone_1,False
1,9057,Blue 3,Anjali,TeleopLowNode,Cube_2,False
1,9057,Blue 3,Anjali,TeleopLowNode,Cone_2,False
1,9057,Blue 3,Anjali,TeleopLowNode,Cube_3,False
1,9057,Blue 3,Anjali,TeleopLowNode,Cone_3,False
1,9057,Blue 3,Anjali,TeleopLowNode,Cube_4,False
1,9057,Blue 3,Anjali,TeleopLowNode,Cone_4,False
1,9057,Blue 3,Anjali,TeleopLowNode,Cube_5,False
1,9057,Blue 3,Anjali,TeleopLowNode,Cone_5,False
1,9057,Blue 3,Anjali,TeleopLowNode,Cube_6,False
1,9057,Blue 3,Anjali,TeleopLowNode,Cone_6,False
1,9057,Blue 3,Anjali,TeleopLowNode,Cube_7,False
1,9057,Blue 3,Anjali,TeleopLowNode,Cone_7,False
1,9057,Blue 3,Anjali,TeleopLowNode,Cube_8,False
1,9057,Blue 3,Anjali,TeleopLowNode,Cone_8,False
1,9057,Blue 3,Anjali,TeleopLowNode,Cube_9,False
1,9057,Blue 3,Anjali,TeleopLowNode,Cone_9,False
1,9057,Blue 3,Anjali,EndgameDocked,Success,False
1,9057,Blue 3,Anjali,EndgameDocked,DNA,False
1,9057,Blue 3,Anjali,EndgameEngaged,Success,False
1,9057,Blue 3,Anjali,EndgameEngaged,DNA,False
1,9057,Blue 3,Anjali,EndgamePark,Success,False
1,9057,Blue 3,Anjali,EndgamePark,DNA,True
1,9057,Blue 3,Anjali,EndgameBalanceControl,Success,False
1,9057,Blue 3,Anjali,EndgameTeamwork,Success,False
1,9057,Blue 3,Anjali,EndgamePenalties,Success,False
1,9057,Blue 3,Anjali,MiscTippedCones,Success,False
1,9057,Blue 3,Anjali,MiscAdaptStrategy,Success,False
1,9057,Blue 3,Anjali,MiscDropPieces,Success,False
1,7676,Red 1,Gavin,AutoMobility,Success,False
1,7676,Red 1,Gavin,AutoMobility,DNA,True
1,7676,Red 1,Gavin,AutoDocked,Success,False
1,7676,Red 1,Gavin,AutoDocked,DNA,True
1,7676,Red 1,Gavin,AutoEngaged,Success,False
1,7676,Red 1,Gavin,AutoEngaged,DNA,True
1,7676,Red 1,Gavin,TeleopDefensePlayed,Success,False
1,7676,Red 1,Gavin,TeleopDefenseReceived,Success,False
1,7676,Red 1,Gavin,TeleopDriverQuality,1,True
1,7676,Red 1,Gavin,TeleopDriverQuality,2,False
1,7676,Red 1,Gavin,TeleopDriverQuality,3,False
1,7676,Red 1,Gavin,TeleopDriverQuality,4,False
1,7676,Red 1,Gavin,TeleopDriverQuality,5,False
1,7676,Red 1,Gavin,TeleopMechanicalQuality,1,True
1,7676,Red 1,Gavin,TeleopMechanicalQuality,2,False
1,7676,Red 1,Gavin,TeleopMechanicalQuality,3,False
1,7676,Red 1,Gavin,TeleopMechanicalQuality,4,False
1,7676,Red 1,Gavin,TeleopMechanicalQuality,5,False
1,7676,Red 1,Gavin,TeleopDisqualified,Success,False
1,7676,Red 1,Gavin,TeleopHPInteraction,Success,False
1,7676,Red 1,Gavin,AutoHighNode,Cone_1,False
1,7676,Red 1,Gavin,AutoHighNode,Cube_2,False
1,7676,Red 1,Gavin,AutoHighNode,Cone_3,False
1,7676,Red 1,Gavin,AutoHighNode,Cone_4,False
1,7676,Red 1,Gavin,AutoHighNode,Cube_5,False
1,7676,Red 1,Gavin,AutoHighNode,Cone_6,False
1,7676,Red 1,Gavin,AutoHighNode,Cone_7,False
1,7676,Red 1,Gavin,AutoHighNode,Cube_8,False
1,7676,Red 1,Gavin,AutoHighNode,Cone_9,False
1,7676,Red 1,Gavin,AutoMidNode,Cone_1,False
1,7676,Red 1,Gavin,AutoMidNode,Cube_2,False
1,7676,Red 1,Gavin,AutoMidNode,Cone_3,False
1,7676,Red 1,Gavin,AutoMidNode,Cone_4,False
1,7676,Red 1,Gavin,AutoMidNode,Cube_5,False
1,7676,Red 1,Gavin,AutoMidNode,Cone_6,False
1,7676,Red 1,Gavin,AutoMidNode,Cone_7,False
1,7676,Red 1,Gavin,AutoMidNode,Cube_8,False
1,7676,Red 1,Gavin,AutoMidNode,Cone_9,False
1,7676,Red 1,Gavin,AutoLowNode,Cube_1,False
1,7676,Red 1,Gavin,AutoLowNode,Cone_1,False
1,7676,Red 1,Gavin,AutoLowNode,Cube_2,False
1,7676,Red 1,Gavin,AutoLowNode,Cone_2,False
1,7676,Red 1,Gavin,AutoLowNode,Cube_3,False
1,7676,Red 1,Gavin,AutoLowNode,Cone_3,False
1,7676,Red 1,Gavin,AutoLowNode,Cube_4,False
1,7676,Red 1,Gavin,AutoLowNode,Cone_4,False
1,7676,Red 1,Gavin,AutoLowNode,Cube_5,False
1,7676,Red 1,Gavin,AutoLowNode,Cone_5,False
1,7676,Red 1,Gavin,AutoLowNode,Cube_6,False
1,7676,Red 1,Gavin,AutoLowNode,Cone_6,False
1,7676,Red 1,Gavin,AutoLowNode,Cube_7,False
1,7676,Red 1,Gavin,AutoLowNode,Cone_7,False
1,7676,Red 1,Gavin,AutoLowNode,Cube_8,False
1,7676,Red 1,Gavin,AutoLowNode,Cone_8,False
1,7676,Red 1,Gavin,AutoLowNode,Cube_9,False
1,7676,Red 1,Gavin,AutoLowNode,Cone_9,False
1,7676,Red 1,Gavin,TeleopHighNode,Cone_1,False
1,7676,Red 1,Gavin,TeleopHighNode,Cube_2,False
1,7676,Red 1,Gavin,TeleopHighNode,Cone_3,False
1,7676,Red 1,Gavin,TeleopHighNode,Cone_4,False
1,7676,Red 1,Gavin,TeleopHighNode,Cube_5,False
1,7676,Red 1,Gavin,TeleopHighNode,Cone_6,False
1,7676,Red 1,Gavin,TeleopHighNode,Cone_7,False
1,7676,Red 1,Gavin,TeleopHighNode,Cube_8,False
1,7676,Red 1,Gavin,TeleopHighNode,Cone_9,False
1,7676,Red 1,Gavin,TeleopMidNode,Cone_1,False
1,7676,Red 1,Gavin,TeleopMidNode,Cube_2,False
1,7676,Red 1,Gavin,TeleopMidNode,Cone_3,False
1,7676,Red 1,Gavin,TeleopMidNode,Cone_4,False
1,7676,Red 1,Gavin,TeleopMidNode,Cube_5,False
1,7676,Red 1,Gavin,TeleopMidNode,Cone_6,False
1,7676,Red 1,Gavin,TeleopMidNode,Cone_7,False
1,7676,Red 1,Gavin,TeleopMidNode,Cube_8,False
1,7676,Red 1,Gavin,TeleopMidNode,Cone_9,False
1,7676,Red 1,Gavin,TeleopLowNode,Cube_1,False
1,7676,Red 1,Gavin,TeleopLowNode,Cone_1,False
1,7676,Red 1,Gavin,TeleopLowNode,Cube_2,False
1,7676,Red 1,Gavin,TeleopLowNode,Cone_2,False
1,7676,Red 1,Gavin,TeleopLowNode,Cube_3,False
1,7676,Red 1,Gavin,TeleopLowNode,Cone_3,False
1,7676,Red 1,Gavin,TeleopLowNode,Cube_4,False
1,7676,Red 1,Gavin,TeleopLowNode,Cone_4,False
1,7676,Red 1,Gavin,TeleopLowNode,Cube_5,False
1,7676,Red 1,Gavin,TeleopLowNode,Cone_5,False
1,7676,Red 1,Gavin,TeleopLowNode,Cube_6,False
1,7676,Red 1,Gavin,TeleopLowNode,Cone_6,False
1,7676,Red 1,Gavin,TeleopLowNode,Cube_7,False
1,7676,Red 1,Gavin,TeleopLowNode,Cone_7,False
1,7676,Red 1,Gavin,TeleopLowNode,Cube_8,False
1,7676,Red 1,Gavin,TeleopLowNode,Cone_8,False
1,7676,Red 1,Gavin,TeleopLowNode,Cube_9,False
1,7676,Red 1,Gavin,TeleopLowNode,Cone_9,False
1,7676,Red 1,Gavin,EndgameDocked,Success,False
1,7676,Red 1,Gavin,EndgameDocked,DNA,True
1,7676,Red 1,Gavin,EndgameEngaged,Success,False
1,7676,Red 1,Gavin,EndgameEngaged,DNA,True
1,7676,Red 1,Gavin,EndgamePark,Success,False
1,7676,Red 1,Gavin,EndgamePark,DNA,True
1,7676,Red 1,Gavin,EndgameBalanceControl,Success,False
1,7676,Red 1,Gavin,EndgameTeamwork,Success,False
1,7676,Red 1,Gavin,EndgamePenalties,Success,False
1,7676,Red 1,Gavin,MiscTippedCones,Success,False
1,7676,Red 1,Gavin,MiscAdaptStrategy,Success,False
1,7676,Red 1,Gavin,MiscDropPieces,Success,False
1,9293,Red 2,Erica,AutoMobility,Success,False
1,9293,Red 2,Erica,AutoMobility,DNA,False
1,9293,Red 2,Erica,AutoDocked,Success,False
1,9293,Red 2,Erica,AutoDocked,DNA,False
1,9293,Red 2,Erica,AutoEngaged,Success,False
1,9293,Red 2,Erica,AutoEngaged,DNA,False
1,9293,Red 2,Erica,TeleopDefensePlayed,Success,False
1,9293,Red 2,Erica,TeleopDefenseReceived,Success,False
1,9293,Red 2,Erica,TeleopDriverQuality,1,False
1,9293,Red 2,Erica,TeleopDriverQuality,2,False
1,9293,Red 2,Erica,TeleopDriverQuality,3,False
1,9293,Red 2,Erica,TeleopDriverQuality,4,False
1,9293,Red 2,Erica,TeleopDriverQuality,5,False
1,9293,Red 2,Erica,TeleopMechanicalQuality,1,False
1,9293,Red 2,Erica,TeleopMechanicalQuality,2,False
1,9293,Red 2,Erica,TeleopMechanicalQuality,3,False
1,9293,Red 2,Erica,TeleopMechanicalQuality,4,False
1,9293,Red 2,Erica,TeleopMechanicalQuality,5,False
1,9293,Red 2,Erica,TeleopDisqualified,Success,False
1,9293,Red 2,Erica,TeleopHPInteraction,Success,False
1,9293,Red 2,Erica,AutoHighNode,Cone_1,False
1,9293,Red 2,Erica,AutoHighNode,Cube_2,False
